age,workclass,salary,education_rank,marital-status,occupation,race,sex,mins_beerdrinking_year,mins_exercising_year,works_hours,tea_per_year,coffee_per_year
18.0,private,67446.5,9,Married,trucker,caucasian,Male,0.0,0.0,40,283.0,
60.0,,40986.5,5,Married,,caucasian,Male,0.0,0.0,40,133.0,35.0
14.0,,65903.0,9,Never-married,,not_caucasian,Female,0.0,0.0,40,200.0,
53.0,private,13124.5,9,Divorced,executive,caucasian,Female,0.0,0.0,40,,
35.0,private,71914.5,10,Never-married,clerical,not_caucasian,Male,0.0,0.0,40,116.0,463.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,private,,12,Never-married,sales,caucasian,Male,0.0,0.0,40,,
19.0,private,49214.25,10,Never-married,sales,caucasian,Female,0.0,0.0,20,193.0,280.0
38.0,private,36544.5,9,Never-married,craft,not_caucasian,Female,0.0,0.0,40,176.0,326.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
35.0,self_employed,12255.0,12,Never-married,farm,caucasian,Male,0.0,0.0,35,,98.0
37.0,private,,9,Married,service,caucasian,Female,0.0,0.0,35,,
22.0,private,47075.0,9,Never-married,sales,caucasian,Female,0.0,0.0,28,62.0,467.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,private,33338.0,10,Never-married,clerical,not_caucasian,Female,0.0,0.0,40,131.0,287.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
27.0,government,33703.25,14,Never-married,professional,caucasian,Male,0.0,0.0,52,4.0,299.0
28.0,private,45414.75,9,Married,factory,caucasian,Male,0.0,0.0,40,417.0,120.0
,private,69793.75,9,Married,craft,caucasian,Male,0.0,0.0,40,222.0,
53.0,self_employed,34453.75,10,Widowed,executive,caucasian,Male,0.0,0.0,40,398.0,383.0
41.0,private,47669.5,9,Divorced,professional,not_caucasian,Female,,0.0,40,324.0,
66.0,private,31627.75,10,Married,executive,caucasian,Male,0.0,0.0,45,56.0,29.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
36.0,private,58218.5,13,Married,tech,caucasian,Male,0.0,0.0,40,171.0,477.0
46.0,private,37410.0,4,Divorced,trucker,caucasian,Male,0.0,0.0,45,,418.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,,26176.0,7,Never-married,,not_caucasian,Male,0.0,0.0,25,175.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
17.0,government,24892.0,6,Never-married,professional,caucasian,Female,0.0,0.0,10,251.0,321.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
43.0,private,75132.0,10,Married,trucker,caucasian,Male,0.0,0.0,40,270.0,419.0
31.0,private,50705.5,10,Divorced,clerical,not_caucasian,Female,0.0,0.0,40,246.0,446.0
21.0,private,55113.5,9,Never-married,factory,caucasian,Male,0.0,0.0,40,,283.0
27.0,private,118129.25,11,Divorced,service,caucasian,Female,0.0,0.0,4,410.0,
23.0,private,,9,Widowed,executive,caucasian,Male,0.0,0.0,38,,32.0
41.0,self_employed,12873.5,10,Married,craft,caucasian,Male,0.0,0.0,40,,280.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
30.0,private,19862.0,10,Divorced,clerical,caucasian,Female,0.0,0.0,10,344.0,35.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,38061.5,10,Never-married,service,not_caucasian,Male,0.0,0.0,16,167.0,249.0
35.0,private,46163.75,7,Divorced,trucker,caucasian,Male,0.0,0.0,50,456.0,456.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
26.0,government,86289.25,9,Never-married,clerical,caucasian,Male,0.0,0.0,40,,336.0
19.0,private,82858.25,9,Never-married,lawenf,caucasian,Male,0.0,0.0,32,286.0,29.0
18.0,private,6459.25,9,Never-married,service,caucasian,Male,,0.0,25,,83.0
18.0,private,22399.5,13,Never-married,executive,caucasian,Female,0.0,,45,466.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,50150.75,9,Never-married,clerical,caucasian,Female,0.0,0.0,30,312.0,404.0
28.0,private,,10,Married,service,caucasian,Male,0.0,0.0,35,274.0,338.0
35.0,private,56293.0,9,Married,executive,caucasian,Male,0.0,0.0,60,,362.0
19.0,self_employed,7700.0,6,Divorced,clerical,not_caucasian,Female,0.0,0.0,40,404.0,58.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,48843.0,7,Never-married,service,caucasian,Female,0.0,0.0,20,247.0,119.0
19.0,,,10,Never-married,,caucasian,Male,0.0,0.0,84,224.0,269.0
,private,64229.0,9,Married,executive,caucasian,Male,0.0,0.0,45,,275.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
17.0,,40314.75,6,Never-married,,caucasian,Male,0.0,0.0,12,377.0,90.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
63.0,private,,9,Widowed,service,caucasian,Female,0.0,0.0,20,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
32.0,private,50175.0,10,Never-married,sales,caucasian,Male,0.0,0.0,50,221.0,135.0
56.0,self_employed,64720.75,10,Married,craft,caucasian,Male,0.0,0.0,40,274.0,315.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,private,51891.0,10,Married,clerical,caucasian,Female,0.0,,40,419.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
25.0,,45382.0,9,Married,,caucasian,Female,0.0,,25,425.0,376.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
16.0,private,23734.0,12,Never-married,sales,caucasian,Male,0.0,0.0,40,474.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
26.0,private,47690.5,10,Married,sales,caucasian,Male,0.0,0.0,18,243.0,169.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
45.0,self_employed,45059.75,15,Married,executive,not_caucasian,Male,7688.0,0.0,40,195.0,321.0
52.0,private,33901.75,10,Widowed,service,not_caucasian,Female,0.0,0.0,40,447.0,66.0
23.0,private,29447.25,13,Never-married,clerical,caucasian,Female,,0.0,40,86.0,190.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
22.0,private,44281.25,10,Never-married,clerical,caucasian,Male,0.0,0.0,50,281.0,328.0
19.0,private,91410.0,9,Never-married,estate_agent,caucasian,Female,0.0,0.0,45,333.0,91.0
21.0,private,34330.0,10,Never-married,clerical,not_caucasian,Male,0.0,0.0,20,,180.0
19.0,private,45413.0,10,Never-married,clerical,caucasian,Female,0.0,0.0,24,180.0,442.0
48.0,government,30521.5,9,Married,lawenf,caucasian,Male,0.0,0.0,40,105.0,137.0
54.0,self_employed,34056.0,14,Divorced,professional,caucasian,Female,0.0,0.0,30,130.0,268.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
17.0,self_employed,47727.75,9,Never-married,sales,caucasian,Male,0.0,0.0,45,,
28.0,private,16322.75,13,Married,tech,caucasian,Female,0.0,0.0,24,,
30.0,government,61832.0,10,Never-married,clerical,caucasian,Male,0.0,0.0,40,49.0,211.0
27.0,private,38759.5,10,Never-married,service,not_caucasian,Male,0.0,0.0,40,491.0,99.0
30.0,private,,9,Married,trucker,caucasian,Male,0.0,0.0,50,,79.0
27.0,private,41341.25,9,Married,factory,not_caucasian,Male,2885.0,0.0,40,,401.0
32.0,private,63064.25,12,Never-married,clerical,caucasian,Female,0.0,0.0,45,208.0,289.0
39.0,private,32399.25,13,Married,sales,caucasian,Male,3464.0,0.0,40,349.0,422.0
36.0,private,31017.75,14,Widowed,professional,caucasian,Female,0.0,0.0,44,333.0,
51.0,self_employed,42960.0,9,Widowed,professional,caucasian,Female,0.0,0.0,16,372.0,
36.0,government,78003.75,9,Never-married,service,not_caucasian,Female,0.0,0.0,40,125.0,
35.0,private,33730.5,9,Divorced,factory,caucasian,Female,0.0,0.0,50,,191.0
46.0,private,26320.25,9,Widowed,sales,caucasian,Female,0.0,1974.0,40,40.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
43.0,government,31351.25,9,Married,lawenf,caucasian,Male,0.0,0.0,40,103.0,331.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
36.0,self_employed,6852.0,11,Married,sales,caucasian,Male,0.0,0.0,60,145.0,214.0
42.0,government,13840.75,14,Married,professional,caucasian,Male,0.0,0.0,55,,240.0
30.0,private,44016.0,9,Divorced,craft,caucasian,Male,0.0,0.0,55,83.0,109.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
51.0,government,113515.75,16,Married,executive,caucasian,Male,7298.0,0.0,40,334.0,369.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,self_employed,50482.5,9,Married,craft,caucasian,Male,0.0,0.0,50,86.0,234.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
32.0,government,29758.25,9,Married,trucker,caucasian,Male,0.0,0.0,40,469.0,324.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
29.0,government,21637.75,9,Divorced,craft,caucasian,Male,0.0,1876.0,40,475.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,44855.75,13,Never-married,professional,caucasian,Female,0.0,0.0,40,76.0,
14.0,private,84053.75,12,Never-married,clerical,caucasian,Female,0.0,0.0,25,429.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
41.0,self_employed,76696.0,9,Married,executive,caucasian,Male,0.0,,30,242.0,
27.0,private,57640.75,9,Never-married,clerical,caucasian,Female,0.0,0.0,40,417.0,209.0
,private,66964.75,9,Never-married,craft,caucasian,Male,0.0,0.0,40,25.0,
51.0,government,47583.25,10,Married,craft,caucasian,Male,0.0,0.0,40,,291.0
78.0,private,46189.75,4,Married,cleaner,caucasian,Male,1797.0,0.0,15,277.0,156.0
47.0,private,51432.5,9,Married,craft,caucasian,Male,0.0,0.0,56,353.0,330.0
21.0,private,7452.5,10,Never-married,clerical,caucasian,Female,0.0,0.0,40,,457.0
71.0,self_employed,32682.75,9,Widowed,clerical,caucasian,Female,0.0,0.0,35,,301.0
36.0,private,72297.5,9,Divorced,craft,caucasian,Male,0.0,0.0,40,,206.0
28.0,government,74134.25,9,Married,craft,caucasian,Male,0.0,0.0,45,310.0,317.0
23.0,private,7870.25,13,Divorced,service,caucasian,Female,0.0,0.0,24,212.0,
,private,46163.75,12,Never-married,service,caucasian,Male,0.0,0.0,25,,215.0
44.0,private,46803.75,13,Married,professional,caucasian,Female,15024.0,0.0,36,152.0,
19.0,private,7036.25,9,Never-married,service,caucasian,Female,0.0,0.0,52,428.0,177.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,private,126181.25,6,Never-married,sales,caucasian,Male,0.0,0.0,18,364.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
31.0,self_employed,78013.75,9,Married,executive,caucasian,Male,0.0,0.0,70,368.0,391.0
46.0,government,40546.75,13,Married,professional,caucasian,Male,0.0,0.0,40,374.0,75.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
31.0,private,50208.75,13,Divorced,professional,not_caucasian,Male,0.0,0.0,40,245.0,223.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
69.0,private,27049.0,6,Never-married,craft,caucasian,Male,0.0,0.0,40,280.0,450.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
49.0,private,42273.0,9,Married,clerical,caucasian,Female,,,40,391.0,343.0
28.0,government,54120.25,13,Never-married,professional,caucasian,Female,0.0,0.0,40,,350.0
17.0,,201579.0,7,Never-married,,caucasian,Female,0.0,0.0,20,,220.0
52.0,private,49126.0,4,Married,cleaner,caucasian,Male,0.0,0.0,40,188.0,357.0
46.0,government,26143.75,11,Divorced,tech,caucasian,Female,0.0,0.0,40,364.0,287.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
29.0,private,68742.25,9,Never-married,craft,caucasian,Female,0.0,0.0,42,60.0,316.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
17.0,,36471.5,7,Never-married,,caucasian,Female,0.0,0.0,30,,372.0
71.0,,45325.25,9,Married,,caucasian,Male,0.0,0.0,40,,332.0
39.0,private,,15,Married,professional,caucasian,Male,,0.0,60,,208.0
46.0,private,33864.5,9,Divorced,tech,not_caucasian,Female,0.0,0.0,40,,
22.0,private,133756.75,10,Never-married,trucker,not_caucasian,Male,0.0,0.0,15,141.0,75.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
16.0,private,70023.25,3,Married,craft,caucasian,Male,0.0,1628.0,50,138.0,
60.0,,62893.0,9,Widowed,,caucasian,Male,,0.0,35,,483.0
18.0,private,118362.25,10,Never-married,cleaner,caucasian,Male,0.0,0.0,30,209.0,311.0
27.0,private,71049.0,6,Divorced,service,caucasian,Female,0.0,0.0,40,264.0,431.0
26.0,private,64896.25,10,Never-married,sales,caucasian,Male,0.0,0.0,24,338.0,90.0
40.0,private,76556.25,9,Divorced,craft,not_caucasian,Female,0.0,0.0,40,340.0,255.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,168855.25,5,Never-married,cleaner,caucasian,Male,594.0,0.0,40,244.0,137.0
16.0,private,43003.25,9,Never-married,craft,caucasian,Male,0.0,0.0,40,476.0,
17.0,private,48437.0,7,Never-married,sales,caucasian,Male,,0.0,15,112.0,101.0
42.0,private,44518.5,9,Divorced,clerical,caucasian,Female,0.0,0.0,40,159.0,419.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
30.0,government,65912.5,13,Never-married,sales,not_caucasian,Female,0.0,0.0,17,97.0,432.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,government,27361.25,9,Never-married,service,caucasian,Male,0.0,0.0,25,183.0,61.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,19882.75,9,Married,craft,caucasian,Male,0.0,0.0,45,,394.0
31.0,private,55291.75,15,Divorced,tech,caucasian,Female,0.0,0.0,35,452.0,10.0
19.0,private,69528.75,10,Never-married,service,caucasian,Male,0.0,0.0,12,,235.0
47.0,private,48261.75,16,Married,sales,caucasian,Male,0.0,0.0,60,,158.0
34.0,private,56610.75,9,Divorced,clerical,caucasian,Male,0.0,0.0,40,,250.0
21.0,,69532.5,9,Never-married,,caucasian,Male,0.0,0.0,40,,429.0
36.0,private,63623.25,10,Married,sales,caucasian,Male,0.0,,44,,223.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
33.0,private,31912.75,13,Married,executive,caucasian,Male,0.0,0.0,55,442.0,178.0
73.0,,45150.75,9,Widowed,,caucasian,Female,0.0,0.0,8,122.0,36.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
22.0,private,53599.75,10,Never-married,sales,caucasian,Female,0.0,0.0,30,408.0,35.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
26.0,private,15400.75,3,Married,cleaner,not_caucasian,Male,0.0,0.0,40,114.0,14.0
26.0,private,45399.25,10,Married,factory,not_caucasian,Male,0.0,0.0,40,436.0,423.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
33.0,private,64982.75,7,Divorced,factory,caucasian,Male,0.0,0.0,30,,229.0
29.0,private,30380.75,7,Married,trucker,caucasian,Male,0.0,0.0,60,333.0,97.0
40.0,private,19156.25,9,Divorced,craft,caucasian,Male,,0.0,40,468.0,176.0
30.0,private,9411.5,10,Married,cleaner,caucasian,Male,0.0,0.0,40,404.0,294.0
59.0,private,74063.25,9,Divorced,executive,caucasian,Female,0.0,0.0,40,,256.0
42.0,self_employed,43757.25,6,Married,craft,caucasian,Male,0.0,0.0,35,145.0,
14.0,private,75955.5,6,Never-married,craft,caucasian,Male,0.0,0.0,40,,
32.0,private,56566.75,10,Married,clerical,caucasian,Male,0.0,0.0,40,,54.0
31.0,private,28672.75,13,Never-married,sales,caucasian,Male,0.0,0.0,48,30.0,419.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
27.0,private,29089.5,10,Never-married,craft,not_caucasian,Male,0.0,1980.0,40,474.0,173.0
28.0,self_employed,15830.5,13,Never-married,executive,caucasian,Male,0.0,0.0,60,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
41.0,private,43849.5,9,Divorced,factory,caucasian,Female,0.0,0.0,45,306.0,193.0
56.0,,,9,Married,,caucasian,Female,0.0,0.0,20,483.0,
24.0,private,57443.25,13,Never-married,executive,caucasian,Male,0.0,0.0,40,408.0,358.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
52.0,government,32294.25,9,Divorced,clerical,caucasian,Female,0.0,0.0,40,437.0,187.0
16.0,private,120955.5,4,Never-married,cleaner,caucasian,Male,0.0,0.0,40,184.0,
42.0,government,31288.75,9,Married,lawenf,caucasian,Male,0.0,0.0,90,432.0,54.0
44.0,private,81942.25,10,Divorced,craft,caucasian,Male,0.0,0.0,40,9.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
28.0,self_employed,62173.5,10,Married,craft,caucasian,Male,,0.0,36,229.0,
24.0,private,21079.75,10,Never-married,factory,caucasian,Male,,0.0,40,129.0,339.0
34.0,private,45343.0,7,Married,service,caucasian,Female,0.0,,23,21.0,37.0
22.0,private,29490.75,9,Married,cleaner,caucasian,Male,0.0,0.0,45,184.0,
30.0,government,27970.75,10,Never-married,professional,caucasian,Male,0.0,0.0,40,301.0,219.0
75.0,self_employed,31299.25,9,Married,clerical,caucasian,Male,0.0,0.0,26,,468.0
17.0,private,11624.0,7,Never-married,service,caucasian,Male,0.0,0.0,5,372.0,479.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
29.0,private,,12,Divorced,sales,caucasian,Female,3418.0,0.0,40,,478.0
53.0,private,37446.0,9,Married,factory,caucasian,Male,0.0,0.0,40,340.0,419.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
23.0,private,46501.5,9,Never-married,service,caucasian,Female,0.0,0.0,37,,481.0
69.0,private,50140.0,13,Married,cleaner,caucasian,Male,0.0,0.0,20,91.0,349.0
36.0,private,48234.75,9,Married,sales,caucasian,Male,0.0,,60,264.0,450.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
52.0,private,52075.5,9,Married,factory,caucasian,Male,0.0,0.0,60,,426.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
36.0,government,61886.75,9,Divorced,clerical,not_caucasian,Female,0.0,0.0,40,,384.0
23.0,private,29673.25,11,Never-married,tech,caucasian,Male,0.0,0.0,40,,397.0
17.0,private,38368.75,13,Never-married,sales,caucasian,Female,0.0,0.0,40,357.0,
53.0,private,58680.25,7,Married,cleaner,not_caucasian,Male,0.0,0.0,40,202.0,442.0
27.0,,48506.0,5,Divorced,,caucasian,Female,0.0,0.0,50,55.0,50.0
36.0,private,29989.25,13,Divorced,service,not_caucasian,Female,0.0,0.0,35,,18.0
33.0,private,41187.0,13,Married,trucker,caucasian,Male,0.0,0.0,40,,425.0
17.0,private,21751.5,10,Married,clerical,caucasian,Female,0.0,1579.0,40,21.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
22.0,private,40409.5,9,Never-married,factory,caucasian,Female,0.0,0.0,40,,252.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
48.0,private,60520.0,10,Married,sales,caucasian,Male,0.0,0.0,55,367.0,
22.0,private,54585.75,9,Never-married,service,caucasian,Female,0.0,0.0,40,13.0,482.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
36.0,private,39497.75,11,Divorced,tech,not_caucasian,Female,0.0,625.0,40,224.0,
65.0,,66520.25,9,Married,,caucasian,Male,0.0,0.0,40,239.0,40.0
48.0,government,27606.5,16,Married,professional,caucasian,Female,7688.0,0.0,40,,
38.0,private,82075.25,10,Never-married,sales,caucasian,Female,0.0,0.0,40,26.0,350.0
47.0,private,52303.0,5,Married,factory,not_caucasian,Male,0.0,0.0,56,396.0,202.0
46.0,private,24597.25,12,Married,executive,caucasian,Male,0.0,0.0,44,17.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
25.0,government,52716.5,9,Married,service,caucasian,Male,0.0,0.0,40,205.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
26.0,private,32647.25,10,Divorced,executive,caucasian,Male,0.0,0.0,45,274.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
33.0,private,53822.0,7,Never-married,cleaner,not_caucasian,Male,0.0,0.0,40,54.0,235.0
14.0,private,12784.0,10,Never-married,tech,caucasian,Female,0.0,0.0,60,443.0,
36.0,private,44321.25,11,Never-married,professional,not_caucasian,Female,0.0,0.0,38,,167.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,,54127.0,8,Never-married,,caucasian,Male,0.0,0.0,25,,
34.0,private,28964.5,9,Divorced,clerical,caucasian,Female,0.0,0.0,40,156.0,290.0
33.0,private,18858.75,9,Married,cleaner,not_caucasian,Male,0.0,0.0,40,275.0,28.0
,government,66401.0,9,Married,craft,not_caucasian,Male,0.0,0.0,40,498.0,444.0
39.0,private,122750.0,13,Never-married,executive,not_caucasian,Male,0.0,0.0,45,,103.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
30.0,private,45412.75,13,Married,executive,caucasian,Male,0.0,0.0,50,268.0,341.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
39.0,private,49764.5,9,Married,clerical,caucasian,Male,0.0,0.0,38,331.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,20749.5,10,Never-married,sales,caucasian,Male,0.0,0.0,30,390.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,90804.75,10,Never-married,estate_agent,caucasian,Female,0.0,0.0,6,97.0,
45.0,self_employed,51872.25,13,Divorced,sales,caucasian,Female,0.0,0.0,50,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
35.0,private,31372.25,14,Divorced,professional,caucasian,Female,,0.0,50,181.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,,48768.75,10,Never-married,,caucasian,Female,0.0,0.0,30,390.0,331.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
45.0,private,24846.25,9,Divorced,clerical,caucasian,Female,0.0,0.0,40,192.0,495.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
